0,1,2,3,Min Jaccard Distance,Min Euclidean Distance,Most Matching Term by Jaccard,Most Matching Term by Euclidean,Most Matching Term by Levenshtein,Min Levenshtein Distance
32212741,Net positive affect,is-a,psychological factor,,,,,social_risk_factors,11.0
32212741,Parenting perception,is-a,interpersonal relationship factor,,,,,social_risk_factors,22.0
32212741,Couple interaction,is-a,interpersonal relationship factor,,,,,social_risk_factors,22.0
32212741,Transition to parenthood,is-a,life event,,,,,park_access,10.0
32212741,Longitudinal study,is-a,research method,,,,,park_access,13.0
36806599,Current Study,is-a,Research,,,,,park_access,9.0
36806599,Temperament,is-a,Factor in high-intensity fear,,,,,'water with high pollutants',21.0
36806599,Parenting,is-a,Factor in high-intensity fear,,,,,'water with high pollutants',21.0
36806599,Behavioral Problems,is-a,Impact of high-intensity fear,,,,,'social integration',22.0
36806599,Sample,is-a,Group of low-income rural families,,,,,'access to working utilities',25.0
36806599,Infant fear temperament,is-a,Observed characteristic at 6 months,,,,,'mass incarceration',25.0
36806599,Toddler's fear expressions,is-a,Observed characteristic at 15 months,,,,,'mass incarceration',26.0
36806599,Maternal Sensitivity,is-a,Observed and assessed factor,,,,,social_risk_factors,20.0
36806599,Children's behavioral problems,is-a,Rated characteristic at 36 months,,,,,'rate of hate crimes in society',23.0
36806599,Path model,is-a,Method of analysis,,,,,park_access,15.0
36806599,Quadratic effects,is-a,Result of the path model,,,,,'employment programs',19.0
36806599,Low-income,rural community sample,"is-a, Limitation of the study",,,,,'social opportunity',22.0
36806599,Person-environment interactions,is-a,Factor in the development of fear and associated behavioral problems,,,,,'racism and violence in society',51.0
1646542,Incomplete families,is-a,type of family structure,,,,,'polluted air',19.0
1646542,Orphans,is-a,type of family structure,,,,,'polluted air',19.0
1646542,Complete families,is-a,type of family structure,,,,,'polluted air',19.0
1646542,Mental retardation in children,is-a,type of mental health condition,,,,,'community near landfills',22.0
1646542,Intellectual defect,is-a,symptom of mental retardation,,,,,'employment programs',19.0
1646542,Aggravating symptomatology,is-a,symptom of mental retardation,,,,,'employment programs',19.0
9147841,Marital conflict,is a,family relationship factor,,,,,social_risk_factors,17.0
9147841,Parent-to-child hostility,is a,family relationship factor,,,,,social_risk_factors,17.0
9147841,Child adjustment,is a,psychological development factor,,,,,'social opportunity',22.0
9147841,Internalizing behaviors,is a,type of child adjustment,,,,,'foster collaboration',18.0
9147841,Externalizing behaviors,is a,type of child adjustment,,,,,'foster collaboration',18.0
9147841,Perception of marital conflict,is a,type of child perception,,,,,'foster collaboration',17.0
9147841,Perception of parent-to-child hostility,is a,type of child perception,,,,,'foster collaboration',17.0
9147841,Current distress,is a,type of psychological distress,,,,,'access to working utilities',24.0
9147841,Distress 12 months later,is a,type of psychological distress,,,,,'access to working utilities',24.0
9147841,Concurrent internalizing behavior,is a,type of internalizing behavior,,,,,'rate of hate crimes in society',22.0
9147841,Theoretical approach,is a,method of examination,,,,,'social integration',15.0
9147841,Association,is a,type of relationship,,,,,'mass incarceration',15.0
8404251,Intensive in-home family-based services,is-a,type of intervention,,,,,'social integration',12.0
8404251,Out-of-home care services,is-a,type of intervention,,,,,'social integration',12.0
8404251,Family reunification,is-a,type of family outcome,,,,,'foster collaboration',18.0
8404251,Follow-up data,is-a,type of research data,,,,,'polluted air',17.0
31995964,Fake news,is-a,fabricated information,,,,,'social integration',13.0
31995964,Critical care,is-a,medical field,,,,,park_access,11.0
31995964,Physician-family relationship,is-a,important factor in patient care,,,,,'foster collaboration',23.0
31995964,Fake news,is-a,potential threat to physician-family relationship,,,,,'access to public transportation',33.0
25037891,Physical aggression,is-a,form of aggression,,,,,park_access,13.0
25037891,Verbal aggression,is-a,form of aggression,,,,,park_access,13.0
25037891,Property damage,is-a,form of aggression,,,,,park_access,13.0
25037891,Parent-directed aggression,is-a,form of aggression,,,,,park_access,13.0
25037891,Mother-to-adolescent aggression,is-a,form of parent's physical aggression,,,,,'employment programs',27.0
25037891,Father-to-adolescent aggression,is-a,form of parent's physical aggression,,,,,'employment programs',27.0
25037891,Mother-to-father aggression,is-a,form of parent's physical aggression,,,,,'employment programs',27.0
25037891,Father-to-mother aggression,is-a,form of parent's physical aggression,,,,,'employment programs',27.0
25037891,Adolescents' emotion dysregulation,is-a,psychological factor,,,,,social_risk_factors,11.0
25037891,Adolescents' attitudes condoning aggression,is-a,psychological factor,,,,,social_risk_factors,11.0
24118602,Assurance,is-a,Need of family members in ICU,,,,,community_composition,22.0
24118602,Information,is-a,Need of family members in ICU,,,,,community_composition,22.0
24118602,Cultural and spiritual needs,is-a,Need of family members in ICU,,,,,community_composition,22.0
24118602,Support,is-a,Need of family members in ICU,,,,,community_composition,22.0
24118602,Proximity,is-a,Need of family members in ICU,,,,,community_composition,22.0
24118602,Family needs recognition,is-a,Factor to improve care quality in ICU,,,,,'access to working utilities',26.0
24118602,Interventions development,is-a,Method to meet family needs in ICU,,,,,'community near landfills',27.0
868587,Schizophrenic patient,is-a,patient,,,,,park_access,8.0
868587,Roozbeh Hospital,is-a,Hospital,,,,,'polluted air',11.0
868587,University of Tehran,is-a,University,,,,,park_access,11.0
868587,Birth rank,is-a,social determinant of health,,,,,'social integration',17.0
868587,Family size,is-a,social determinant of health,,,,,'social integration',17.0
22716262,Poverty,is-a,Economic Factor,,,,,social_risk_factors,11.0
22716262,Education,is-a,Social Factor,0.6666666666666667,,'social integration',,social_risk_factors,7.0
22716262,Unemployment,is-a,Economic Factor,,,,,social_risk_factors,11.0
22716262,Social Support,is-a,Social Factor,0.6666666666666667,,'social integration',,social_risk_factors,7.0
22716262,Access to Health Care,is-a,Health System Factor,,,,,social_risk_factors,14.0
12108293,Poverty,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Education,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Unemployment,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Housing conditions,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Access to healthcare,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Nutrition,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Social support networks,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Work environment,is-a,Social Determinant of Health,,,,,'social integration',17.0
12108293,Transportation,is-a,Social Determinant of Health,,,,,'social integration',17.0
1254785,Poverty,is-a,Social Determinant of Health,,,,,'social integration',17.0
1254785,Education,is-a,Social Determinant of Health,,,,,'social integration',17.0
1254785,Employment,is-a,Social Determinant of Health,,,,,'social integration',17.0
1254785,Social Support,is-a,Social Determinant of Health,,,,,'social integration',17.0
1254785,Access to Health Care,is-a,Social Determinant of Health,,,,,'social integration',17.0
2819553,Dairy practice,is-a,occupation,,,,,park_access,10.0
2819553,Veterinarian,is-a,profession,,,,,park_access,9.0
2819553,Family life,is-a,social factor,0.6666666666666667,,'social integration',,social_risk_factors,7.0
2819553,Time management,is-a,personal skill,,,,,park_access,11.0
2819553,Successful practice,is-a,professional achievement,,,,,'community violence',19.0
2819553,Meaningful family life,is-a,personal achievement,,,,,park_access,15.0
34116592,CFHNs,is-a,Health professional,,,,,park_access,15.0
34116592,Health promotion,is-a,Role of CFHNs,,,,,park_access,11.0
34116592,Early intervention,is-a,Role of CFHNs,,,,,park_access,11.0
34116592,Partnership approach,is-a,Method used by CFHNs,,,,,'polluted air',15.0
34116592,Home and community settings,is-a,Work environment of CFHNs,,,,,'employment programs',18.0
1743816,ACOAs,is-a,Adult children of alcoholics,,,,,social_risk_factors,20.0
1743816,ANOVA analysis,is-a,Statistical method,,,,,'mass incarceration',14.0
1743816,ACOA index,is-a,Measurement tool,,,,,'polluted air',14.0
1743816,Treatment,is-a,Intervention method,,,,,'polluted air',17.0
1743816,Minority race or ethnicity,is-a,Demographic factor,,,,,social_risk_factors,12.0
1743816,Gender,is-a,Demographic factor,,,,,social_risk_factors,12.0
1743816,Parents' relationship,is-a,Family factor,,,,,park_access,11.0
1743816,Receiving help as a child,is-a,Support factor,,,,,park_access,11.0
1743816,Seeking treatment as an adult,is-a,Health behavior,,,,,'polluted air',12.0
10483815,Sibling adjustment,is-a,psychological process,,,,,park_access,15.0
10483815,Childhood cancer,is-a,health condition,,,,,community_composition,13.0
10483815,Sibling distress,is-a,psychological state,,,,,social_risk_factors,15.0
10483815,Emotional reaction,is-a,type of sibling distress,,,,,'access to working utilities',18.0
10483815,Socio-behavioral reaction,is-a,type of sibling distress,,,,,'access to working utilities',18.0
10483815,Academic reaction,is-a,type of sibling distress,,,,,'access to working utilities',18.0
10483815,Physical reaction,is-a,type of sibling distress,,,,,'access to working utilities',18.0
10483815,Positive reaction,is-a,type of sibling distress,,,,,'access to working utilities',18.0
10483815,Family functioning,is-a,factor affecting sibling adjustment,,,,,'access to working utilities',25.0
10483815,Parental coping resources,is-a,factor affecting sibling adjustment,,,,,'access to working utilities',25.0
10483815,Family events,is-a,factor affecting sibling adjustment,,,,,'access to working utilities',25.0
10483815,Illness aspects,is-a,factor affecting sibling adjustment,,,,,'access to working utilities',25.0
26586030,Alcohol intoxicated adolescents,is-a,vulnerable group,,,,,park_access,14.0
26586030,Familial risk and protective factors,is-a,important information for prevention,,,,,'mass incarceration',25.0
26586030,Family-based counseling in hospitals,is-a,prevention strategy,,,,,'polluted air',16.0
26586030,Communities That Care Youth Survey Instrument,is-a,assessment tool,,,,,'polluted air',13.0
26586030,Childhood Trauma Questionnaire,is-a,assessment tool,,,,,'polluted air',13.0
26586030,Physical and emotional abuse and emotional neglect,is-a,risk factors,,,,,park_access,8.0
26586030,Confirmatory factor analysis with Maximum Likelihood estimation,is-a,statistical method,,,,,'mass incarceration',14.0
26586030,SPSS 21,AMOS 21 and R,"is-a, statistical software",,,,,'mass incarceration',20.0
26035140,Family economic burden,is-a,consequence of ADHD,,,,,'polluted air',15.0
26035140,Family financial problems,is-a,type of Family economic burden,,,,,community_composition,23.0
26035140,Family employment problems,is-a,type of Family economic burden,,,,,community_composition,23.0
26035140,ADHD,is-a,Special Health Care Need,,,,,'social integration',16.0
26035140,Patient-centered medical home (PCMH),is-a,health care model,,,,,park_access,14.0
26035140,Family-centered care,is-a,component of PCMH,,,,,'community violence',13.0
26035140,Care coordination,is-a,component of PCMH,,,,,'community violence',13.0
26035140,Economic burden,is-a,factor affecting families with ADHD,,,,,'access to working utilities',26.0
26035140,PCMH,is-a,potential solution to reduce economic burden,,,,,'poverty in neighborhood',33.0
22052215,Parental smoking,is-a,"risk factor for, adolescent smoking",,,,,'racism and violence in society',25.0
22052215,Single parenting,is-a,"risk factor for, lower school achievement",,,,,'foster collaboration',31.0
22052215,Lack of house smoking rules,is-a,"risk factor for, adolescent smoking",,,,,'racism and violence in society',25.0
22052215,Substandard school achievement,is-a,"risk factor for, adolescent smoking",,,,,'racism and violence in society',25.0
