PMID,Child Concept,Relationship,Parent Concept
36849680,Poverty,is-a,determinant of economic instability
36849680,Poverty,is-a,determinant of inequality
36849680,Education,is-a,factor for poverty reduction
36849680,Energy,is-a,factor for poverty reduction
36849680,FDI,is-a,factor for poverty reduction
36849680,Environmental degradation,is-a,factor for poverty augmentation
21142598,Prostitution,is-a,high-risk behavior for STDs
21142598,Prostitution,is-a,economic concern
21142598,Drug use,is-a,factor in prostitution entry
21142598,Drug use,is-a,factor in prostitution tenure
21142598,Social support,is-a,factor in remaining in prostitution
21142598,Economic stability,is-a,factor in remaining in prostitution
21142598,Prostitution,is-a,marginalization factor for women
21142598,Interviews,is-a,method for collecting data in prostitution studies
21142598,Prostitution,is-a,cycle to be interrupted for prevention
27879003,Harsh,unresponsive parenting,"is-a, type of negative parenting behavior"
27879003,Precocious transitions,is-a,risk factor for economic instability
27879003,Economic instability,is-a,risk factor for reduced future orientation
27879003,Reduced future orientation,is-a,proximal influence on increases in substance abuse
27879003,Disadvantaged community,is-a,amplifier of the influence of precocious transitions on economic instability
27879003,Disadvantaged community,is-a,amplifier of the influence of economic instability on future orientation
27879003,Supportive romantic partnership,is-a,protective factor against economic instability
27879003,Supportive romantic partnership,is-a,protective factor against reduced future orientation
31585305,Tobacco-related Cancer,is-a,Cancer
31585305,Faith healers,is-a,Alternative system of medicine
31585305,Quacks,is-a,Alternative system of medicine
31585305,Health professionals,is-a,Modern system of medicine
31585305,Cancer-education programmes,is-a,Awareness program
36376822,Economic instability,is-a,Social determinant of health
36376822,Unemployment,is-a,Social determinant of health
36376822,Poverty,is-a,Social determinant of health
36376822,Parental Migration,is-a,Social determinant of health
36376822,Labour migration,is-a,Social determinant of health
36376822,Schoolteachers' perceptions,is-a,Social determinant of health
36376822,Left-behind children,is-a,Social determinant of health
36376822,Migrant labour,is-a,Social determinant of health
36376822,Relationships between schools and migrant families,is-a,Social determinant of health
36376822,Psychological services at schools,is-a,Social determinant of health
34195418,Thailand's economic system,is-a,cooperation-based system
34195418,Partnerships between public and private entities,is-a,part of Thailand's economic system
34195418,Social,Economic,"and Environmental, is-a, conceptual pillars of Thailand's economic system"
34195418,IAEM,is-a,information analysis and evaluation model
34195418,SEP,is-a,Sufficiency Economy Philosophy
34195418,SDGs,is-a,Sustainable Development Goals
34195418,WAT,is-a,water resources cluster
34195418,HUM,is-a,human capacities and capabilities cluster
34195418,ECO,is-a,economic stability cluster
34195418,HEA,is-a,healthy communities cluster
34195418,CLI,is-a,climate change cluster
34195418,AGR,is-a,agricultural sector cluster
27427925,Incarcerated women,is-a,study population
27427925,Initial incarceration,is-a,type of incarceration
27427925,Repeat incarcerations,is-a,type of incarceration
27427925,HIV/STD risk-reduction intervention trial,is-a,type of intervention trial
27427925,Socio-demographics,is-a,type of variable
27427925,Structural/economic factors,is-a,type of variable
27427925,Sexual and substance use behaviors,is-a,type of variable
27427925,Victimization history,is-a,type of variable
27427925,Depressive symptoms,is-a,type of variable
27427925,Unstable housing,is-a,economic instability factor
27427925,Injection drug use,is-a,substance use behavior
27427925,Crack cocaine use,is-a,substance use behavior
27427925,Concurrent sex partners,is-a,sexual risk behavior
27427925,Childhood sexual victimization,is-a,form of victimization
34462206,Neighbourhood factors,is-a,determinant of physical activity
34462206,Access to sports facilities,is-a,neighbourhood factor
34462206,Safety issues,is-a,neighbourhood factor
34462206,Garbage on sidewalks,is-a,neighbourhood factor
34462206,Obstacles on sidewalks,is-a,neighbourhood factor
34462206,Economic instability,is-a,neighbourhood factor
34462206,Public health interventions,is-a,response to neighbourhood factors
32214588,Warning system,is-a,tool for predicting social response
32214588,Anomaly detection algorithm,is-a,component of warning system
32214588,Predictive model,is-a,component of warning system
16289742,Economic Instability,is-a,Social Determinant of Health
16289742,Income,is-a,Social Determinant of Health
16289742,Demographic Factors,is-a,Social Determinant of Health
16289742,Medical Resource Availability,is-a,Social Determinant of Health
16289742,Infant Mortality Rate,is-a,Health Outcome
16289742,Neonatal Mortality Rate,is-a,Health Outcome
16289742,Postneonatal Mortality Rate,is-a,Health Outcome
16289742,Unemployment Rate,is-a,Economic Indicator
16289742,National Health Insurance,is-a,Health Policy
36367904,CPEC,is-a,economic development plan
36367904,CPEC,is-a,approach towards economic stability
36367904,CPEC,is-a,game-changer in regional economics
36367904,Foreign Investment,is-a,factor of economic stability
36367904,Education,is-a,social determinant of health
36367904,Sustainable Infrastructure,is-a,factor for economic development
36367904,Jobs,is-a,social determinant of health
36367904,Tourism,is-a,factor for economic development
34355346,Social Determinants of Health,is-a,Factor affecting health outcomes
34355346,Economic instability,is-a,SDOH domain
34355346,Lack of community,is-a,SDOH domain
34355346,Educational deficits,is-a,SDOH domain
34355346,Food insecurity,is-a,SDOH domain
34355346,Social isolation,is-a,SDOH domain
34355346,Inadequate access to medical care,is-a,SDOH domain
34355346,Hospitalization,is-a,Health outcome
34355346,Comorbid conditions,is-a,Health variable
34355346,National Health Interview Surveys,is-a,Data source
34355346,Multivariable logistical regression models,is-a,Data analysis method
32349212,Employability,is-a,Labour market factor
32349212,Employability Scale,is-a,Measurement tool
32349212,Flourishing Scale,is-a,Measurement tool
32349212,Satisfaction With Life Scale,is-a,Measurement tool
32349212,Organizational Satisfaction Questionnaire,is-a,Measurement tool
32349212,Career Adapt-Abilities Scale,is-a,Measurement tool
30580768,Food Insecurity Experience Scale,is-a,measure of food insecurity
30580768,Life Evaluation Score,is-a,indicator of wellbeing
30580768,Affect Balance,is-a,indicator of wellbeing
30580768,Political Stability and Absence of Violence and Terrorism score,is-a,measure of political stability
30580768,Multivariable regressions,is-a,statistical method
30580768,Food insecurity,is-a,risk factor for wellbeing
31078969,Pharmaceutical companies,is-a,Stakeholder
31078969,Uncertain environment,is-a,Challenge for pharmaceutical companies
31078969,Economic instability,is-a,Uncertain environment
31078969,Lack of data,is-a,Uncertain environment
31078969,Low base salaries,is-a,Economic instability factor
31078969,Frequent drug repricing regulation,is-a,Economic instability factor
31078969,Partnering with stakeholders,is-a,Strategy for pharmaceutical companies
31078969,Patient access to new medication,is-a,Challenge for pharmaceutical companies
31078969,Tailored market access programs,is-a,Strategy for pharmaceutical companies
31078969,Health economic data,is-a,Tool for demonstrating value of product
31078969,Poor pricing strategy,is-a,Cause for launch failure
35270579,Job instability,is-a,Economic stressor
35270579,Family financial pressure,is-a,Economic stressor
35270579,Distributive injustice,is-a,Social stressor
35270579,Economic disaster,is-a,Macro-economic condition
35270579,Unethical organizational behaviour,is-a,Occupational risk
35270579,Pandemic of COVID-19,is-a,Global health crisis
35270579,Perceptions of job stability,is-a,Psychosocial factor
35270579,5-star and 4-star hotels,is-a,Work environment
35270579,Category A travel agencies,is-a,Work environment
35270579,Structural equation modelling,is-a,Statistical analysis method
32947076,Economic policies,is-a,violence prevention tool
32947076,Temporary Assistance for Needy Families,is-a,Economic policy
32947076,Minimum Wage,is-a,Economic policy
32947076,Earned Income Tax Credits,is-a,Economic policy
32947076,Non-physical IPV,is-a,Violence outcome
32947076,Depression,is-a,Intermediate outcome
32947076,Economic hardship,is-a,Intermediate outcome
32947076,Monetary benefits,is-a,TANF policy
32947076,TANF-to-Poverty Ratio,is-a,TANF policy
32947076,Sanctions,is-a,TANF policy
32947076,Employment,is-a,Intermediate outcome
32947076,Economic instability,is-a,Mediator
