PMID,Child Concept,Relationship,Parent Concept,Most Similar Term (BERT),Cosine Similarity (BERT)
34840497,Resilience,is-a,facet of well-being,'poor physical well being',0.707176685333252
34840497,IPV survivor,is-a,research participant,suicide attempts,0.7702487707138062
34840497,Employment issues,is-a,challenge for IPV survivors,,
34840497,Income issues,is-a,challenge for IPV survivors,,
15860764,Two-parent families,is-a,Family type,suicide attempts,0.734271764755249
15860764,Union dissolution,is-a,Family instability factor,protective factor,0.7584577798843384
15860764,Husband's unemployment,is-a,Economic factor,psychological factor,0.8068011403083801
15860764,Family instability,is-a,Social determinant of health,factor influencing health,0.7891273498535156
15860764,Welfare dependency,is-a,Economic factor,psychological factor,0.8068011403083801
15860764,Welfare recipients,is-a,Social group,psychological factor,0.7691073417663574
15860764,Economic gain from marriage,is-a,Economic factor,psychological factor,0.8068011403083801
34820889,Guam,is-a,United States territory,,
34820889,CHamorus,is-a,Indigenous people of Guam,,
34820889,Interviews,is-a,Method of data collection,,
34820889,Thematic analysis techniques,is-a,Method of data analysis,,
34820889,COVID-19,is-a,Pandemic,,
19378667,US Department of Defense,is-a,Government Department,,
19378667,Foreign humanitarian assistance,is-a,Military Mission,suicide attempts,0.7732619047164917
19378667,Foreign humanitarian assistance,is-a,Conflict Prevention Strategy,social policy,0.7675079703330994
19378667,Foreign humanitarian assistance,is-a,Postconflict Strategy,,
19378667,Foreign humanitarian assistance,is-a,Natural Disaster Response,domestic violence,0.7113707065582275
19378667,US military,is-a,Foreign Humanitarian Assistance Provider,,
19378667,Host government leadership,is-a,Political Entity,work environment,0.7069140672683716
19378667,Humanitarian space,is-a,Area of Operation,,
19378667,US military's unique resources,is-a,Disaster Response Assets,psychological distress,0.712944507598877
19378667,Large-scale earthquake in Peru,is-a,Natural Disaster,domestic violence,0.7640928030014038
19378667,Security engagement activities,is-a,Department of Defense Operations,,
35377321,Gay and bisexual men,is-a,high-risk group for HIV,'risk of vector borne disease',0.7458292245864868
35377321,COVID-19 pandemic,is-a,complicating factor for HIV prevention efforts,factor influencing health,0.7370896339416504
35377321,COVID-19 Disparities Survey,is-a,source of data on HIV services access,'higher risk to pregnanat women',0.7145454287528992
35377321,Global Men's Health and Rights Survey 4,is-a,source of data on enablers of and barriers to HIV services access,'higher risk to pregnanat women',0.7494251728057861
35377321,Community engagement,is-a,positive enabler of HIV services access,'role clarity at work place',0.7472811937332153
35377321,Sexual stigma,is-a,barrier to HIV services access,'inability to enroll in federal food assistance',0.7452530264854431
35377321,Discrimination by a health care provider,is-a,barrier to HIV services access,'inability to enroll in federal food assistance',0.7452530264854431
35377321,Mental health,is-a,factor affected by COVID-19 pandemic,'risk of vector borne disease',0.717133104801178
35377321,Economic instability,is-a,factor affected by COVID-19 pandemic,'risk of vector borne disease',0.717133104801178
32915162,Young cisgender men who have sex with men,is-a,vulnerable group for HIV infection,'higher risk to pregnanat women',0.7533462047576904
32915162,Young transgender women,is-a,vulnerable group for HIV infection,'higher risk to pregnanat women',0.7533462047576904
32915162,Gender nonconforming youth,is-a,vulnerable group for HIV infection,'higher risk to pregnanat women',0.7533462047576904
32915162,Racial and ethnic disparities,is-a,social determinant of health,factor influencing health,0.7891273498535156
32915162,Violence exposure,is-a,social determinant of health,factor influencing health,0.7891273498535156
32915162,Housing,is-a,social determinant of health,factor influencing health,0.7891273498535156
32915162,Food insecurity,is-a,social determinant of health,factor influencing health,0.7891273498535156
32915162,Educational attainment,is-a,social determinant of health,factor influencing health,0.7891273498535156
32915162,Employment,is-a,social determinant of health,factor influencing health,0.7891273498535156
32915162,Economic stability,is-a,social determinant of health,factor influencing health,0.7891273498535156
32915162,Transactional sex work,is-a,risk factor for HIV,'risk of vector borne disease',0.757145345211029
32915162,Homelessness,is-a,risk factor for HIV,'risk of vector borne disease',0.757145345211029
32915162,Work2Prevent,is-a,HIV prevention intervention,nutritional intervention,0.7875008583068848
31084269,Sexual health,is-a,Human Development feature,work environment,0.767169177532196
31084269,Sexual rights,is-a,Human Development feature,work environment,0.767169177532196
31084269,Healthcare access,is-a,Sexual health-related issue,mental health issue,0.8613585233688354
31084269,Healthy sexual relationships,is-a,Sexual health-related issue,mental health issue,0.8613585233688354
31084269,Economic instability,is-a,Sexual health-related issue,mental health issue,0.8613585233688354
31084269,Freedom from violence,is-a,Sexual health-related issue,mental health issue,0.8613585233688354
31084269,Public policy,is-a,Site of intervention,suicide attempts,0.7066631317138672
31084269,Health services,is-a,Site of intervention,suicide attempts,0.7066631317138672
31084269,Legislation,is-a,Site of intervention,suicide attempts,0.7066631317138672
31084269,Health policy,is-a,Site of intervention,suicide attempts,0.7066631317138672
27297369,Cardiovascular disease,is-a,cause of mortality,mental health issue,0.7160553932189941
27297369,Cardiac self-care practices,is-a,method for managing cardiac illness,'risk of adverse kidney outcomes',0.7420013546943665
27297369,Cardiac self-care practices,is-a,method for improving quality of life,,
27297369,Political instability,is-a,factor affecting self-care practices,factor influencing health,0.8047258853912354
27297369,Economic instability,is-a,factor affecting self-care practices,factor influencing health,0.8047258853912354
27297369,Lebanese cardiac patients,is-a,subject of study,suicide attempts,0.7286114692687988
34988991,Family Formation Program,is-a,program for economically disadvantaged fathers,'inability to enroll in federal food assistance',0.7263652086257935
34988991,Economic Stability Program,is-a,program for economically disadvantaged fathers,'inability to enroll in federal food assistance',0.7263652086257935
34988991,Fathers & Families Support Center,is-a,institution offering programs for economically disadvantaged fathers,'poor health of pregnant women from unstable housing',0.7213516235351562
34988991,Randomized controlled trial,is-a,method of comparing program outcomes,,
34988991,Financial stability,is-a,objective of both programs,,
34988991,Responsible fatherhood,is-a,objective of Family Formation Program,,
34988991,Healthy relationships,is-a,objective of Family Formation Program,,
34988991,Case management and legal services,is-a,part of program support,work environment,0.7063000202178955
34988991,Economic stability/mobility,is-a,focus of Family Formation Program,'role clarity at work place',0.7134793400764465
34988991,Survey,is-a,tool for data collection postintervention,,
21210917,Neonatal mortality rate,is-a,Health Outcome,mental health issue,0.7946832180023193
21210917,Unemployment,is-a,Socioeconomic Factor,psychological factor,0.7358136773109436
21210917,Education level of women,is-a,Demographic Factor,psychological factor,0.8029161095619202
21210917,Number of nurses,is-a,Health Resource,mental health issue,0.7593969106674194
21210917,Socioeconomically disadvantaged groups,is-a,Population Group,,
21210917,Health care access,is-a,Health Resource,mental health issue,0.7593969106674194
21210917,Preventive care,is-a,Health Service,service professionals,0.782920777797699
37973715,COVID-19 pandemic,is-a,Social disruption,psychological distress,0.8242388963699341
37973715,Economic disruption,is-a,result of COVID-19 pandemic,'risk of vector borne disease',0.7125427722930908
37973715,Lower-income Hispanic families,is-a,demographic group,,
37973715,Fear of COVID-19,is-a,stressor,protective factor,0.7838408350944519
37973715,Social isolation,is-a,stressor,protective factor,0.7838408350944519
37973715,Government/community assistance programs,is-a,formal or informal support,work environment,0.7669653296470642
37973715,Childcare access,is-a,formal or informal support,work environment,0.7669653296470642
37973715,Stronger family ties,is-a,positive lifestyle modification,factor influencing health,0.7350025177001953
37973715,Economic stability,is-a,critical mediator of family stress,history of domestic violence,0.7339854836463928
37973715,Reliable childcare,is-a,critical mediator of family stress,history of domestic violence,0.7339854836463928
37973715,Existing disparities,is-a,channel through which pandemic's impacts were distributed,,
37973715,Public and private programs that target economic stability and childcare assistance,is-a,priority for future socio-economic disruptions,,
35155343,COVID-19,is-a,disease,suicide attempts,0.7879545092582703
35155343,HP Financial Index,is-a,economic indicator,psychological factor,0.7705258727073669
35155343,Digital Economy,is-a,component of economy,,
35155343,Economic development,is-a,social determinant of health,factor influencing health,0.7891273498535156
35155343,Eastern region,is-a,geographical area of China,,
35155343,Central region,is-a,geographical area of China,,
35155343,Western region,is-a,geographical area of China,,
